species,locality,individualCount,decimalLatitude,decimalLongitude,eventDate,day,month,year
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-04-28,28,4,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-04-27,27,4,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-04-24,24,4,2009
Gymnorhina tibicen,melbourne botanic garden,,-37.83139,144.9783,2009-03-08,8,3,2009
Gymnorhina tibicen,"Flagstaff Gardens, Melbourne",,-37.81056,144.9522,2009-04-28,28,4,2009
Gymnorhina tibicen,Melbourne - Southern Cross,,-37.81889,144.9539,2009-04-22,22,4,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-04-21,21,4,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-04-20,20,4,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-04-23,23,4,2009
Gymnorhina tibicen,Carlton Gardens,,-37.80417,144.9714,2009-04-18,18,4,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-04-17,17,4,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-04-15,15,4,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-04-14,14,4,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-04-08,8,4,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-04-07,7,4,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-04-02,2,4,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-04-03,3,4,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-04-01,1,4,2009
Gymnorhina tibicen,Royal Park Grassland,1,-37.79,144.9547,2009-03-31,31,3,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-03-31,31,3,2009
Gymnorhina tibicen,Melbourne Zoo,1,-37.78222,144.9508,2009-02-08,8,2,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-03-20,20,3,2009
Gymnorhina tibicen,westgate park,,-37.83167,144.9111,2009-03-21,21,3,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-03-18,18,3,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-03-06,6,3,2009
Gymnorhina tibicen,Melbourne - Southern Cross,,-37.81889,144.9539,2009-03-06,6,3,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-03-10,10,3,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-03-11,11,3,2009
Gymnorhina tibicen,Melb. Bot. Gardens,,-37.8275,144.9797,2009-03-09,9,3,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-03-04,4,3,2009
Gymnorhina tibicen,westgate park,,-37.83167,144.9111,2009-03-06,6,3,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-03-02,2,3,2009
Gymnorhina tibicen,Bushland Escarpment,1,-37.78444,144.9447,2009-02-22,22,2,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-02-23,23,2,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-02-24,24,2,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-02-13,13,2,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-02-17,17,2,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-02-18,18,2,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-02-19,19,2,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-02-16,16,2,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-02-12,12,2,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-02-05,5,2,2009
Gymnorhina tibicen,Melbourne - Southern Cross,,-37.81889,144.9539,2009-02-09,9,2,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-02-09,9,2,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-01-03,3,1,2009
Gymnorhina tibicen,Melbourne - Southern Cross,,-37.81889,144.9539,2009-02-02,2,2,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-01-02,2,1,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-01-27,27,1,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-01-23,23,1,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-01-22,22,1,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-01-21,21,1,2009
Gymnorhina tibicen,Melbourne - Southern Cross,,-37.81889,144.9539,2009-01-20,20,1,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-01-19,19,1,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-01-15,15,1,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-01-14,14,1,2009
Gymnorhina tibicen,Melbourne - Southern Cross,,-37.81889,144.9539,2009-01-09,9,1,2009
Gymnorhina tibicen,Peter Mac HospitalFitzroy Gar,,-37.81167,144.9778,2009-01-05,5,1,2009
Gymnorhina tibicen,Westgate Park monthly survey,5,-37.83194,144.9078,2009-05-06,6,5,2009
Gymnorhina tibicen,Westgate Park monthly survey,2,-37.83194,144.9078,2009-04-07,7,4,2009
Gymnorhina tibicen,Westgate Park monthly survey,1,-37.83194,144.9078,2009-10-06,6,10,2009
Gymnorhina tibicen,Westgate Park monthly survey,2,-37.83194,144.9078,2010-01-12,12,1,2010
Gymnorhina tibicen,Westgate Park monthly survey,6,-37.83194,144.9078,2009-08-03,3,8,2009
Gymnorhina tibicen,Westgate Park monthly survey,8,-37.83194,144.9078,2009-07-07,7,7,2009
Gymnorhina tibicen,Westgate Park monthly survey,4,-37.83194,144.9078,2009-09-01,1,9,2009
Gymnorhina tibicen,Westgate Park monthly survey,7,-37.83194,144.9078,2009-06-02,2,6,2009
Gymnorhina tibicen,Westgate Park monthly survey,5,-37.83194,144.9078,2009-02-03,3,2,2009
Gymnorhina tibicen,Westgate Park monthly survey,3,-37.83194,144.9078,2009-01-12,12,1,2009
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2014-06-22,22,6,2014
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2014-08-31,31,8,2014
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2014-07-03,3,7,2014
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2014-02-11,11,2,2014
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2014-04-11,11,4,2014
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2014-03-11,11,3,2014
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2013-11-25,25,11,2013
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2013-08-22,22,8,2013
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2013-09-04,4,9,2013
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2013-10-21,21,10,2013
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2013-11-06,6,11,2013
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2013-05-20,20,5,2013
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2013-06-12,12,6,2013
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2013-04-02,2,4,2013
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.829445,144.978607,2012-10-31,31,10,2012
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.829445,144.978607,2012-11-11,11,11,2012
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.829445,144.978607,2012-07-24,24,7,2012
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.829445,144.978607,2012-05-22,22,5,2012
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.829445,144.978607,2012-06-19,19,6,2012
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.829445,144.978607,2012-08-29,29,8,2012
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2011-12-08,8,12,2011
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2011-11-18,18,11,2011
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2011-10-10,10,10,2011
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2011-08-31,31,8,2011
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2011-10-22,22,10,2011
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2011-06-09,9,6,2011
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2011-03-25,25,3,2011
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2011-02-10,10,2,2011
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2011-04-18,18,4,2011
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2011-02-20,20,2,2011
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2011-08-15,15,8,2011
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2010-09-13,13,9,2010
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2010-10-25,25,10,2010
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2010-05-17,17,5,2010
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2010-03-12,12,3,2010
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82,144.97,2009-10-12,12,10,2009
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82,144.97,2009-11-11,11,11,2009
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82,144.97,2009-12-11,11,12,2009
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2009-07-30,30,7,2009
Cacatua galerita,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2009-08-22,22,8,2009
Cacatua galerita,Royal Botanic Gardens Melbourne,,-37.83333,144.9833,2009-05-18,18,5,2009
Cacatua galerita,Royal Botanic Gardens Melbourne,,-37.83333,144.9833,2009-02-11,11,2,2009
Cacatua galerita,Royal Botanic Gardens Melbourne,,-37.82944,144.9786,2009-05-29,29,5,2009
Cacatua galerita,Royal Botanic Gardens,,-37.83,144.9803,2009-02-04,4,2,2009
Cacatua galerita,Melbourne Botanical Gardens S,2,-37.83278,144.9803,2016-04-19,19,4,2016
Cacatua galerita,MW - Flemington Racecourse,2,-37.78694,144.9169,2014-10-21,21,10,2014
Cacatua galerita,MW - Flemington Racecourse,1,-37.78694,144.9169,2013-11-21,21,11,2013
Cacatua galerita,"MW - Trin Warren Tam-boore, Royal Park",1,-37.78306,144.9433,2013-11-22,22,11,2013
Cacatua galerita,Melbourne Botanic Gardens,,-37.83028,144.9811,2012-11-10,10,11,2012
Cacatua galerita,"Royal Botanic Gardens, Melb",,-37.83056,144.98334,2011-02-23,23,2,2011
Cacatua galerita,"Royal Botanic Gardens, Melb",,-37.83056,144.98334,2010-03-03,3,3,2010
Cacatua galerita,Melbourne - Southern Cross,5,-37.81,144.95,2010-10-25,25,10,2010
Cacatua galerita,Peter Mac HospitalFitzroy Gar,,-37.81,144.97,2010-09-02,2,9,2010
Cacatua galerita,Melb. Botanical Gardens,,-37.83,144.98,2010-05-03,3,5,2010
Cacatua galerita,Melbourne Botanical Gardens,1,-37.82667,144.9817,2010-01-16,16,1,2010
Cacatua galerita,Melbourne Bot Gardens,,-37.82861,144.9808,2009-07-02,2,7,2009
Cacatua galerita,Melbourne - Southern Cross,,-37.81889,144.9539,2009-02-11,11,2,2009
